Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
2133313174998644,4 to 13 Years,BCA,$61K-$100K,Tehran,"Iran, Islamic Rep.",32.4279,53.688,Intern,94783,2021-12-02,Female,Cody Larsen,425-833-7987x80976,Data Engineer,Big Data Engineer,Snagajob,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","Big data technologies (Hadoop, Spark, etc.) Data processing and analysis Distributed computing","Work with large and complex datasets, using technologies like Hadoop and Spark. Develop and maintain big data solutions. Optimize data processing and storage for performance.",Expedia Group,"{""Sector"":""Travel and Booking"",""Industry"":""Internet Services and Retailing"",""City"":""Seattle"",""State"":""Washington"",""Zip"":""98119"",""Website"":""www.expediagroup.com"",""Ticker"":""EXPE"",""CEO"":""Peter M. Kern""}"
341162849067111,5 to 11 Years,BCA,$56K-$101K,Baku,Azerbaijan,40.1431,47.5769,Part-Time,98644,2022-08-03,Both,Juan Davis,001-857-690-3642x0921,Mechanical Engineer,Manufacturing Engineer,FlexJobs,"Manufacturing Engineers optimize manufacturing processes, improve production efficiency, and ensure product quality in manufacturing environments.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Manufacturing processes knowledge CAD/CAM software proficiency Lean manufacturing principles Quality control and assurance Six Sigma certification,Improve manufacturing processes and production efficiency. Collaborate with production teams to implement lean manufacturing principles. Optimize manufacturing workflows and quality control.,Jones Lang LaSalle,"{""Sector"":""Real Estate"",""Industry"":""Real Estate"",""City"":""Chicago"",""State"":""Illinois"",""Zip"":""60601"",""Website"":""www.jll.com"",""Ticker"":""JLL"",""CEO"":""Christian Ulbrich""}"
1075058202659743,5 to 13 Years,MBA,$58K-$106K,Ṣo Tom̩,Sao Tome and Principe,0.1864,6.6131,Full-Time,82103,2022-06-20,Both,Melissa David,001-519-990-9634,UX/UI Designer,Interaction Designer,Internships.com,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,"Work on interaction design, defining how users interact with digital products and ensuring a seamless user journey. Create wireframes and prototypes to illustrate interactions. Collaborate with developers to implement interaction designs.",Raytheon Technologies,"{""Sector"":""Aerospace and Defense"",""Industry"":""Aerospace & Defense"",""City"":""Arlington"",""State"":""Virginia"",""Zip"":""22209"",""Website"":""www.rtx.com"",""Ticker"":""RTX"",""CEO"":""Gregory J. Hayes""}"
782181374336056,4 to 13 Years,B.Tech,$63K-$98K,Noumea,New Caledonia,-20.9043,165.618,Temporary,89218,2023-05-02,Both,Amanda Rodriguez,825.873.4500x114,Content Writer,Technical Writer,Idealist,"Technical Writers specialize in creating user-friendly documentation and manuals for technical products and services. They translate complex technical information into accessible, understandable content.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Technical documentation Technical knowledge Writing skills Editing User manuals,"Write technical documentation, user manuals, and instructional guides. Translate complex technical information into user-friendly content. Collaborate with subject matter experts and engineers.",Transurban Group,"{""Sector"":""Transportation/Infrastructure"",""Industry"":""Transportation/Infrastructure"",""City"":""Melbourne"",""State"":""VIC"",""Zip"":""3000"",""Website"":""https://www.transurban.com/"",""Ticker"":""TCL"",""CEO"":""Scott Charlton""}"
2924054160390097,0 to 14 Years,M.Com,$58K-$86K,Kampala,Uganda,1.3733,32.2903,Temporary,108429,2022-05-13,Male,Holly Morris,001-515-257-2852x43903,Legal Advisor,Corporate Counsel,FlexJobs,"As a Corporate Counsel, you will focus on legal matters related to corporate governance, mergers and acquisitions, and corporate compliance. You will draft and review corporate documents, oversee compliance programs, and handle complex legal negotiations. Your role includes managing legal relationships with external partners and providing strategic legal guidance to the company.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Corporate law Compliance Mergers and acquisitions Corporate governance Contract drafting Risk management Legal strategy Due diligence,"Specialize in corporate law, advising companies on legal compliance, mergers and acquisitions, and corporate governance. Ensure legal risk mitigation and compliance with corporate regulations. Handle corporate transactions and contracts.",Continental Resources,"{""Sector"":""Energy"",""Industry"":""Mining, Crude-Oil Production"",""City"":""Oklahoma City"",""State"":""Oklahoma"",""Zip"":""73102"",""Website"":""www.clr.com"",""Ticker"":"""",""CEO"":""Robert D. Lawler""}"
1063675093079666,4 to 13 Years,PhD,$62K-$130K,N'Djamena,Chad,15.4542,18.7322,Temporary,105454,2022-09-24,Both,Margaret Frazier,828.695.9333x9405,Veterinarian,Exotic Animal Veterinarian,FlexJobs,"Provide medical care and treatment to exotic animals, diagnose illnesses, perform surgeries, and educate owners on animal care.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",Exotic animal medicine Exotic animal diagnostics Specialized surgical skills Avian medicine Reptile care Amphibian care Exotic animal anesthesia Compassion and empathy Client communication Problem-solving Attention to detail,"Focus on the health and medical needs of exotic and non-traditional pets, including reptiles, birds, and exotic mammals. Provide specialized care and treatment for unique species. Educate exotic pet owners on proper care.",PVH,"{""Sector"":""Apparel"",""Industry"":""Apparel"",""City"":""New York"",""State"":""New York"",""Zip"":""10017"",""Website"":""www.pvh.com"",""Ticker"":""PVH"",""CEO"":""Stefan Larsson""}"
628957265366507,0 to 15 Years,BBA,$57K-$129K,Yaren District (de facto),Nauru,-0.5228,166.9315,Full-Time,126122,2022-06-11,Male,Jeremy Wolf,(525)502-3517x65818,Chemical Analyst,Research Chemist,Snagajob,"As a Research Chemist, you will engage in scientific research and experimentation to discover and develop new chemical compounds or processes. Your work may involve designing experiments, analyzing data, and publishing research findings. Your role contributes to the advancement of scientific knowledge and may have applications in various industries.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Research chemistry Experimental design Data interpretation Chemical synthesis Research protocols Scientific writing Problem-solving skills,"Conduct research on chemical properties, reactions, and formulations. Develop new chemical compounds and products. Collaborate on research projects and contribute to scientific publications.",Equinix,"{""Sector"":""Real Estate"",""Industry"":""Real Estate"",""City"":""Redwood City"",""State"":""California"",""Zip"":""94065"",""Website"":""www.equinix.com"",""Ticker"":""EQIX"",""CEO"":""Charles Meyers""}"
759265240238885,3 to 13 Years,B.Tech,$64K-$123K,Gibraltar,Gibraltar,36.1408,-5.3536,Full-Time,106745,2022-03-12,Female,Brandon Hunter,530.357.7894,Inventory Analyst,Inventory Control Specialist,Jobs2Careers,"Inventory Control Specialists manage and optimize inventory levels in a business. They track stock, monitor demand, and implement inventory control procedures to ensure efficient operations and minimize carrying costs.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Inventory management Stock control Demand forecasting Inventory tracking systems Supply chain coordination Problem-solving skills,"Manage inventory levels, track stock movements, and optimize inventory turnover. Conduct regular inventory counts and reconcile discrepancies. Ensure accurate and efficient inventory management.",Bank of China,"{""Sector"":""Banking"",""Industry"":""Banking & Financial Services"",""City"":""Beijing"",""State"":""Beijing"",""Zip"":""100033"",""Website"":""https://www.boc.cn/en/"",""Ticker"":""601988.SS"",""CEO"":""Chen Yuan""}"
2541097346689356,5 to 9 Years,M.Tech,$55K-$109K,Accra,Ghana,7.9465,-1.0232,Contract,40180,2021-12-14,Both,Teresa Ellis,+1-309-562-1906x338,Systems Administrator,Database Administrator,Internships.com,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}","Database management systems (e.g., MySQL, Oracle, SQL Server) Data security Database tuning and optimization Backup and recovery","Administer and optimize databases, ensuring data availability and performance. Backup and restore databases. Implement database security and access controls.",B&M,"{""Sector"":""Retail"",""Industry"":""Retail - Discount/Department Stores"",""City"":""Liverpool"",""State"":""England"",""Zip"":""L30 7PT"",""Website"":""https://www.bandmretail.com/"",""Ticker"":""BME"",""CEO"":""Simon Arora""}"
633155153642418,2 to 8 Years,B.Com,$65K-$127K,Kinshasa,Democratic Republic Of Congo,-4.0383,21.7587,Full-Time,76319,2021-11-25,Female,Michelle Gutierrez,766-430-5888x72174,Wedding Planner,Wedding Consultant,FlexJobs,"A Wedding Consultant assists couples in planning and coordinating their weddings, helping them with vendor selection, budget management, and ensuring a seamless wedding day experience.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Wedding planning Vendor coordination Event management,Offer expert advice and guidance to couples planning their weddings. Assist with wedding theme and design selection. Coordinate and negotiate with vendors.,Fiat Chrysler Automobiles N.V.,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""London, UK"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.fcagroup.com/"",""Ticker"":""FCAU"",""CEO"":""Carlos Tavares""}"
2540969846468568,1 to 13 Years,BA,$57K-$84K,Andorra la Vella,Andorra,42.5063,1.5218,Temporary,90283,2022-05-30,Male,Dylan Dominguez,510.812.6358,Human Resources Manager,Employee Relations Specialist,The Muse,"Employee Relations Specialists focus on maintaining positive relationships between employees and the organization. They address workplace issues, conduct investigations, mediate conflicts, and promote a healthy and productive work environment.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Employee conflict resolution HR compliance Employee engagement Communication skills,"Address employee concerns, resolve conflicts, and implement HR policies and programs to foster a positive work environment. Conduct investigations and recommend corrective actions. Promote employee engagement and satisfaction.",China Merchants Bank,"{""Sector"":""Banking"",""Industry"":""Banking & Financial Services"",""City"":""Shenzhen"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.cmbchina.com/"",""Ticker"":""3968.HK"",""CEO"":""Chen Yulu""}"
242680492296816,2 to 12 Years,B.Com,$63K-$117K,Lusaka,Zambia,-13.1339,27.8493,Contract,118231,2023-03-23,Male,David Perez,(700)683-9482x80089,Project Manager,Construction Project Manager,The Muse,"The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Construction management Budgeting Contract negotiation Safety regulations,"Oversee construction projects, including budgeting, scheduling, and coordination of subcontractors. Ensure compliance with safety regulations. Communicate project status to stakeholders.",Nationwide,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Mutual)"",""City"":""Columbus"",""State"":""Ohio"",""Zip"":""43215"",""Website"":""www.nationwide.com"",""Ticker"":"""",""CEO"":""Kirt A. Walker""}"
17050514964792,4 to 13 Years,BBA,$64K-$124K,George Town,Cayman Islands,19.3133,-81.2546,Temporary,92588,2023-08-25,Male,Robert Stevens,794.233.4516,UX/UI Designer,Interaction Designer,Jobs2Careers,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,"Work on interaction design, defining how users interact with digital products and ensuring a seamless user journey. Create wireframes and prototypes to illustrate interactions. Collaborate with developers to implement interaction designs.",Graphic Packaging Holding,"{""Sector"":""Packaging"",""Industry"":""Packaging, Containers"",""City"":""Atlanta"",""State"":""Georgia"",""Zip"":""30328"",""Website"":""www.graphicpkg.com"",""Ticker"":""GPK"",""CEO"":""Michael Doss""}"
1922524107770033,0 to 11 Years,M.Tech,$61K-$121K,Kinshasa,Democratic Republic Of Congo,-4.0383,21.7587,Full-Time,55697,2023-09-13,Female,Hector King,244.351.0753,Sales Representative,Outside Sales Representative,Idealist,"Outside Sales Representatives meet with potential customers in person to sell products or services. They build relationships, identify sales opportunities, and provide product information and solutions to meet the needs of clients and achieve sales goals.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Sales prospecting and networking Face-to-face sales meetings Territory management Consultative selling Relationship building Sales tracking and reporting,"Meet potential clients in person, attend industry events, and build and maintain relationships to drive sales. Conduct product demonstrations and presentations. Negotiate contracts and pricing.",Discover Financial Services,"{""Sector"":""Financial Services"",""Industry"":""Commercial Banks"",""City"":""Riverwoods"",""State"":""Illinois"",""Zip"":""60015"",""Website"":""www.discover.com"",""Ticker"":""DFS"",""CEO"":""Roger C. Hochschild""}"
2131867890170476,4 to 14 Years,BA,$56K-$90K,Mogadishu,Somalia,5.1521,46.1996,Temporary,37530,2022-05-02,Both,Mary Donaldson,680-499-1643,Public Relations Specialist,Media Relations Specialist,USAJOBS,"Media Relations Specialists manage relationships with media outlets, crafting press releases, organizing media coverage, and handling public relations efforts.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Media relations Press releases Media outreach Crisis communication Public relations strategies,Manage relationships with media outlets and journalists. Draft press releases and media pitches. Coordinate interviews and media coverage.,Boeing,"{""Sector"":""Aerospace and Defense"",""Industry"":""Aerospace & Defense"",""City"":""Arlington"",""State"":""Virginia"",""Zip"":""22202"",""Website"":""www.boeing.com"",""Ticker"":""BA"",""CEO"":""David L. Calhoun""}"
1565580453547075,2 to 13 Years,B.Com,$58K-$106K,Vilnius,Lithuania,55.1694,23.8813,Intern,32210,2023-03-22,Female,Richard Marshall,390-599-0650,Software Tester,Quality Assurance Analyst,Indeed,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing","Test software applications and systems to identify defects and ensure quality. Create test plans, test cases, and test scripts. Collaborate with development teams to resolve issues.",Arconic,"{""Sector"":""Manufacturing"",""Industry"":""Metals"",""City"":""Pittsburgh"",""State"":""Pennsylvania"",""Zip"":""15212"",""Website"":""www.arconic.com"",""Ticker"":""ARNC"",""CEO"":""Timothy D. Myers""}"
1087672431820793,4 to 14 Years,BA,$60K-$111K,Ouagadougou,Burkina Faso,12.2383,-1.5616,Temporary,62109,2022-07-20,Female,Cory Casey,(342)695-2605x86952,Architect,Architectural Designer,The Muse,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Architectural design software (e.g., AutoCAD, Revit) Building codes and regulations 3D modeling Visualization Sustainable design",Design architectural plans and layouts for buildings and structures. Create detailed drawings and blueprints. Ensure designs comply with building codes and regulations.,China National Chemical Corporation (ChemChina),"{""Sector"":""Chemicals"",""Industry"":""Chemicals"",""City"":""Beijing"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.chemchina.com/"",""Ticker"":""N/A"",""CEO"":""Ning Gaoning""}"
87022685177559,5 to 10 Years,M.Tech,$58K-$114K,Vientiane,Lao PDR,19.8563,102.4955,Intern,81858,2023-01-27,Female,William Golden,+1-755-485-4011x2494,Sales Manager,Key Account Manager,SimplyHired,"Manage key client accounts, build strong relationships, and drive revenue growth.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Key account management Relationship building Sales negotiation,Build and maintain relationships with key clients. Develop account strategies and negotiate contracts. Ensure client satisfaction and retention.,McDonald's,"{""Sector"":""Food and Beverage"",""Industry"":""Food Services"",""City"":""Chicago"",""State"":""Illinois"",""Zip"":""60607"",""Website"":""www.investor.mcdonalds.com"",""Ticker"":""MCD"",""CEO"":""Christopher J. Kempczinski""}"
495276913024725,1 to 9 Years,MCA,$64K-$123K,Tegucigalpa,Honduras,15.199,-86.2419,Intern,94978,2022-10-06,Male,Nathaniel Frey,+1-650-586-8421x9832,Architectural Designer,Interior Designer,USAJOBS,"Interior Designers plan and design interior spaces to meet the functional and aesthetic needs of clients. They select furniture, colors, materials, and layouts to create visually appealing and functional interiors for homes and businesses.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Interior design Space planning Color theory Material selection CAD software (e.g., SketchUp) Client collaboration Budget management","Focus on interior spaces, selecting finishes, furnishings, and color schemes. Create interior design concepts and mood boards. Collaborate with architects and contractors on design integration.",Boeing,"{""Sector"":""Aerospace and Defense"",""Industry"":""Aerospace & Defense"",""City"":""Arlington"",""State"":""Virginia"",""Zip"":""22202"",""Website"":""www.boeing.com"",""Ticker"":""BA"",""CEO"":""David L. Calhoun""}"
2525707850637322,4 to 9 Years,MCA,$55K-$130K,Minsk,Belarus,53.7098,27.9534,Intern,17488,2023-08-31,Both,Cristina Valdez,536-646-6117,Data Engineer,Data Architect,ZipRecruiter,"A Data Architect designs and manages data infrastructure, ensuring data availability, security, and integrity while aligning data systems with business goals and requirements.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Data architecture design Database management systems Data modeling,Design data architecture and systems to meet business needs. Develop data models and database schemas. Ensure data security and compliance.,Nestle India,"{""Sector"":""Food & Beverages"",""Industry"":""Food and Beverage"",""City"":""Gurgaon"",""State"":""Haryana"",""Zip"":""122002"",""Website"":""https://www.nestle.in/"",""Ticker"":""NESTLEIND"",""CEO"":""Suresh Narayanan""}"
